Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	seq_bias_correct	gc_bias_correct	num_bias_bins	mapping_type	num_targets	serialized_eq_classes	eq_class_properties	length_classes	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	num_bootstraps	num_processed	num_mapped	percent_mapped	call	start_time	end_time
DIV7.Rep2	0.11.1	none	vb	[]	1	['IU']	1001	True	True	4096	mapping	133618	False	[]	[483, 754, 1429, 2780, 101674]	f854927260348b40d928a00ecfb990d20dd8491941717288197acc8a810191e7	14e974073864b2289f5dee101963faf3ffa030c0e1afb03fbd726f1a28cbfe6a	abd5d1830e0545c3a063a8677141820146ff611d517ae5d81127d103a70d6f9b2b5c7867dabd1f6ab1c1c045cd4a62418f5352d8a1d61269ce1925584278d7e9	b92e2b634a4cfbf6c2eab88f9b9a1f234c481cd7eff42a801e50444c4e84e6185559b421c1365ed93a501e4595c49adb0b4c428aea2cbef169a9c4e47a7bfcfb	0	33835427	31628455	93.47733368342004	quant	Thu Jun 11 10:57:26 2020	Thu Jun 11 11:01:57 2020
DIV7.Rep3	0.11.1	none	vb	[]	1	['IU']	1001	True	True	4096	mapping	133618	False	[]	[483, 754, 1429, 2780, 101674]	f854927260348b40d928a00ecfb990d20dd8491941717288197acc8a810191e7	14e974073864b2289f5dee101963faf3ffa030c0e1afb03fbd726f1a28cbfe6a	abd5d1830e0545c3a063a8677141820146ff611d517ae5d81127d103a70d6f9b2b5c7867dabd1f6ab1c1c045cd4a62418f5352d8a1d61269ce1925584278d7e9	b92e2b634a4cfbf6c2eab88f9b9a1f234c481cd7eff42a801e50444c4e84e6185559b421c1365ed93a501e4595c49adb0b4c428aea2cbef169a9c4e47a7bfcfb	0	37487204	34874897	93.03147015178833	quant	Thu Jun 11 11:01:59 2020	Thu Jun 11 11:06:58 2020
DIV7.Rep4	0.11.1	none	vb	[]	1	['IU']	1001	True	True	4096	mapping	133618	False	[]	[483, 754, 1429, 2780, 101674]	f854927260348b40d928a00ecfb990d20dd8491941717288197acc8a810191e7	14e974073864b2289f5dee101963faf3ffa030c0e1afb03fbd726f1a28cbfe6a	abd5d1830e0545c3a063a8677141820146ff611d517ae5d81127d103a70d6f9b2b5c7867dabd1f6ab1c1c045cd4a62418f5352d8a1d61269ce1925584278d7e9	b92e2b634a4cfbf6c2eab88f9b9a1f234c481cd7eff42a801e50444c4e84e6185559b421c1365ed93a501e4595c49adb0b4c428aea2cbef169a9c4e47a7bfcfb	0	35857348	33479498	93.36858375583158	quant	Thu Jun 11 11:07:00 2020	Thu Jun 11 11:11:44 2020
DIVminus4.Rep1	0.11.1	none	vb	[]	1	['IU']	1001	True	True	4096	mapping	133618	False	[]	[483, 754, 1429, 2780, 101674]	f854927260348b40d928a00ecfb990d20dd8491941717288197acc8a810191e7	14e974073864b2289f5dee101963faf3ffa030c0e1afb03fbd726f1a28cbfe6a	abd5d1830e0545c3a063a8677141820146ff611d517ae5d81127d103a70d6f9b2b5c7867dabd1f6ab1c1c045cd4a62418f5352d8a1d61269ce1925584278d7e9	b92e2b634a4cfbf6c2eab88f9b9a1f234c481cd7eff42a801e50444c4e84e6185559b421c1365ed93a501e4595c49adb0b4c428aea2cbef169a9c4e47a7bfcfb	0	24074664	22379113	92.95711458319835	quant	Thu Jun 11 10:19:52 2020	Thu Jun 11 10:22:38 2020
DIVminus4.Rep2	0.11.1	none	vb	[]	1	['IU']	1001	True	True	4096	mapping	133618	False	[]	[483, 754, 1429, 2780, 101674]	f854927260348b40d928a00ecfb990d20dd8491941717288197acc8a810191e7	14e974073864b2289f5dee101963faf3ffa030c0e1afb03fbd726f1a28cbfe6a	abd5d1830e0545c3a063a8677141820146ff611d517ae5d81127d103a70d6f9b2b5c7867dabd1f6ab1c1c045cd4a62418f5352d8a1d61269ce1925584278d7e9	b92e2b634a4cfbf6c2eab88f9b9a1f234c481cd7eff42a801e50444c4e84e6185559b421c1365ed93a501e4595c49adb0b4c428aea2cbef169a9c4e47a7bfcfb	0	24251725	22512296	92.82760710836033	quant	Thu Jun 11 10:22:40 2020	Thu Jun 11 10:25:22 2020
DIVminus4.Rep3	0.11.1	none	vb	[]	1	['IU']	1001	True	True	4096	mapping	133618	False	[]	[483, 754, 1429, 2780, 101674]	f854927260348b40d928a00ecfb990d20dd8491941717288197acc8a810191e7	14e974073864b2289f5dee101963faf3ffa030c0e1afb03fbd726f1a28cbfe6a	abd5d1830e0545c3a063a8677141820146ff611d517ae5d81127d103a70d6f9b2b5c7867dabd1f6ab1c1c045cd4a62418f5352d8a1d61269ce1925584278d7e9	b92e2b634a4cfbf6c2eab88f9b9a1f234c481cd7eff42a801e50444c4e84e6185559b421c1365ed93a501e4595c49adb0b4c428aea2cbef169a9c4e47a7bfcfb	0	27803658	25854771	92.9905374321609	quant	Thu Jun 11 10:25:24 2020	Thu Jun 11 10:28:25 2020
DIVminus8.Rep1	0.11.1	none	vb	[]	1	['IU']	1001	True	True	4096	mapping	133618	False	[]	[483, 754, 1429, 2780, 101674]	f854927260348b40d928a00ecfb990d20dd8491941717288197acc8a810191e7	14e974073864b2289f5dee101963faf3ffa030c0e1afb03fbd726f1a28cbfe6a	abd5d1830e0545c3a063a8677141820146ff611d517ae5d81127d103a70d6f9b2b5c7867dabd1f6ab1c1c045cd4a62418f5352d8a1d61269ce1925584278d7e9	b92e2b634a4cfbf6c2eab88f9b9a1f234c481cd7eff42a801e50444c4e84e6185559b421c1365ed93a501e4595c49adb0b4c428aea2cbef169a9c4e47a7bfcfb	0	28858587	27332315	94.71120328933638	quant	Thu Jun 11 10:07:34 2020	Thu Jun 11 10:10:39 2020
DIVminus8.Rep2	0.11.1	none	vb	[]	1	['IU']	1001	True	True	4096	mapping	133618	False	[]	[483, 754, 1429, 2780, 101674]	f854927260348b40d928a00ecfb990d20dd8491941717288197acc8a810191e7	14e974073864b2289f5dee101963faf3ffa030c0e1afb03fbd726f1a28cbfe6a	abd5d1830e0545c3a063a8677141820146ff611d517ae5d81127d103a70d6f9b2b5c7867dabd1f6ab1c1c045cd4a62418f5352d8a1d61269ce1925584278d7e9	b92e2b634a4cfbf6c2eab88f9b9a1f234c481cd7eff42a801e50444c4e84e6185559b421c1365ed93a501e4595c49adb0b4c428aea2cbef169a9c4e47a7bfcfb	0	30703921	29074242	94.69227725019225	quant	Thu Jun 11 10:10:40 2020	Thu Jun 11 10:13:52 2020
DIVminus8.Rep3	0.11.1	none	vb	[]	1	['IU']	1001	True	True	4096	mapping	133618	False	[]	[483, 754, 1429, 2780, 101674]	f854927260348b40d928a00ecfb990d20dd8491941717288197acc8a810191e7	14e974073864b2289f5dee101963faf3ffa030c0e1afb03fbd726f1a28cbfe6a	abd5d1830e0545c3a063a8677141820146ff611d517ae5d81127d103a70d6f9b2b5c7867dabd1f6ab1c1c045cd4a62418f5352d8a1d61269ce1925584278d7e9	b92e2b634a4cfbf6c2eab88f9b9a1f234c481cd7eff42a801e50444c4e84e6185559b421c1365ed93a501e4595c49adb0b4c428aea2cbef169a9c4e47a7bfcfb	0	30429743	28883069	94.91722950141248	quant	Thu Jun 11 10:13:55 2020	Thu Jun 11 10:16:55 2020
DIVminus8.Rep4	0.11.1	none	vb	[]	1	['IU']	1001	True	True	4096	mapping	133618	False	[]	[483, 754, 1429, 2780, 101674]	f854927260348b40d928a00ecfb990d20dd8491941717288197acc8a810191e7	14e974073864b2289f5dee101963faf3ffa030c0e1afb03fbd726f1a28cbfe6a	abd5d1830e0545c3a063a8677141820146ff611d517ae5d81127d103a70d6f9b2b5c7867dabd1f6ab1c1c045cd4a62418f5352d8a1d61269ce1925584278d7e9	b92e2b634a4cfbf6c2eab88f9b9a1f234c481cd7eff42a801e50444c4e84e6185559b421c1365ed93a501e4595c49adb0b4c428aea2cbef169a9c4e47a7bfcfb	0	30610255	29255484	95.57412703683782	quant	Thu Jun 11 10:16:57 2020	Thu Jun 11 10:19:49 2020
