ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
377	111,51,103,46	6,0,0,0	72,94,52,62	0,0,0,0	105	39
382	0,2,0,0	14,0,0,6	0,0,0,0	0,5,4,11	71	39
383	12,9,17,15	127,97,84,122	26,18,11,8	124,111,84,153	57	39
387	34,20,59,33	0,4,0,0	30,24,35,18	3,0,1,0	121	39
389	98,70,131,68	9,6,5,0	67,114,79,89	9,0,10,13	51	39
390	132,47,114,40	0,2,0,0	139,179,95,77	0,0,0,0	114	39
391	25,12,19,20	2,1,2,2	17,11,17,17	2,6,2,0	42	39
392	50,8,28,19	14,2,26,13	23,18,29,7	15,14,17,3	42	39
393	139,49,133,62	10,10,0,2	137,132,116,55	3,0,3,2	473	39
396	3,12,6,4	1,0,5,0	11,0,0,0	1,0,0,2	42	39
397	0,5,0,0	9,6,9,10	1,0,1,3	6,16,4,5	42	39
398	0,0,0,0	2,0,6,0	0,0,0,4	0,9,1,10	57	39
399	54,15,20,6	1,3,3,0	29,41,11,36	3,0,0,2	54	39
400	54,18,20,6	4,0,5,5	29,43,15,36	0,0,0,0	57	39
401	1,6,3,0	4,0,5,5	3,2,4,2	0,0,0,0	42	39
402	132,73,67,22	3,4,4,5	43,48,29,73	0,0,3,4	93	39
403	38,21,23,30	1,2,0,0	9,27,12,29	0,0,0,2	42	39
404	4,0,0,0	20,10,6,13	0,0,0,4	12,22,1,11	57	39
408	31,11,10,11	1,0,0,1	15,6,20,18	0,0,0,1	858	39
409	10,0,10,3	1,0,0,1	1,0,6,9	0,0,0,1	209	39
410	7,0,0,0	2,2,0,0	0,1,2,5	0,0,0,4	42	39
412	24,15,30,12	0,0,0,1	25,12,8,16	0,0,0,8	44	39
413	19,11,10,5	59,32,57,46	9,24,14,10	49,13,31,43	64	39
414	5,5,4,1	23,3,21,15	0,14,3,0	16,10,9,23	68	39
422	3,0,3,0	0,0,0,0	1,2,0,0	1,0,0,0	85	39
423	5,0,6,3	2,0,0,4	4,3,5,5	2,0,6,9	42	39
424	18,6,3,4	0,0,0,1	11,4,3,10	0,0,0,0	74	39
428	8,3,10,1	95,43,49,53	5,2,4,8	41,57,54,42	53	39
430	17,5,7,2	13,12,15,3	1,8,1,3	9,2,7,7	75	39
431	56,21,27,23	24,2,0,14	7,12,12,40	5,12,5,10	42	39
432	13,12,12,13	0,0,1,0	17,19,4,13	1,0,0,0	45	39
433	18,10,15,9	2,4,2,0	10,5,7,4	0,0,1,4	42	39
435	5,0,0,0	0,0,0,0	0,0,0,0	2,0,0,0	151	39
436	4,3,0,0	1,0,2,0	12,0,0,1	0,0,0,6	886	39
439	1,0,0,0	32,16,14,11	1,0,3,1	23,27,24,13	59	39
440	187,85,141,55	6,26,6,21	119,99,62,79	12,20,7,18	60	39
441	269,177,163,74	19,21,29,16	108,175,112,113	33,39,16,32	51	39
442	186,106,152,81	2,0,4,3	127,116,71,113	0,0,0,1	42	39
443	142,107,150,52	1,0,3,0	70,94,51,99	0,0,1,0	196	39
444	58,21,42,25	5,4,4,0	47,22,31,26	4,0,0,4	82	39
445	2,7,0,2	11,20,7,9	0,6,0,4	11,11,9,2	67	39
446	173,82,98,61	0,0,0,0	64,63,61,89	2,0,0,0	454	39
454	3,0,0,0	17,1,6,5	0,0,0,2	5,9,5,3	48	39
455	4,0,0,1	4,0,10,0	0,0,3,0	5,0,7,7	67	39
459	5,13,4,0	2,2,0,0	3,6,1,6	0,0,0,0	72	39
470	2,15,0,0	0,0,0,0	0,2,0,0	1,0,0,0	83	39
471	1888,1151,1588,1213	0,4,0,0	1172,1482,1024,1334	0,3,0,0	1495	39
472	3,1,10,6	15,1,0,4	0,3,1,0	9,5,3,18	126	39
475	4,10,5,1	11,4,8,5	20,5,6,5	4,8,7,3	42	39
478	37,32,34,29	0,0,0,4	21,29,15,9	0,4,1,0	42	39
479	350,226,278,210	5,0,9,0	200,284,194,187	0,0,0,1	153	39
480	180,80,133,122	0,0,0,5	97,113,75,106	0,0,0,0	56	39
481	287,136,264,111	1,0,0,0	194,190,141,197	0,0,0,0	56	39
482	0,0,0,0	6,0,3,3	0,2,0,6	1,14,4,11	70	39
483	8,3,15,0	1,0,0,0	3,17,1,6	0,0,0,0	122	39
484	6,0,3,8	0,3,0,3	12,12,15,4	0,6,0,0	98	39
485	48,14,26,17	61,33,25,12	15,7,16,10	42,11,16,12	42	39
486	10,0,9,0	29,21,18,3	2,7,2,0	13,17,15,9	167	39
487	12,12,7,1	18,6,9,0	6,0,1,6	10,1,2,8	135	39
488	2,0,9,0	12,13,2,6	0,0,0,3	4,9,6,8	42	39
489	1,0,8,2	0,0,0,0	0,0,0,0	0,0,0,1	42	39
493	0,0,1,0	0,0,0,0	0,0,0,0	0,4,1,1	42	39
495	0,0,0,1	0,0,0,0	0,0,0,0	0,0,1,0	92	39
498	5,6,32,3	0,6,4,0	8,13,3,8	3,0,0,0	109	39
499	22,22,11,0	42,17,13,16	10,13,8,17	23,8,21,21	45	39
501	43,28,45,42	3,2,0,2	59,37,33,36	8,0,3,0	61	39
503	5,0,0,0	9,16,12,18	1,3,1,2	3,3,6,3	47	39
504	14,15,13,12	0,4,5,4	7,22,5,4	5,2,2,5	93	39
505	5,0,4,3	178,101,203,92	0,0,3,0	107,98,86,92	45	39
507	22,15,36,12	42,13,25,16	48,25,18,29	27,25,7,13	142	39
509	27,35,17,25	33,24,16,6	30,30,33,43	13,39,17,20	48	39
510	41,61,40,37	33,24,16,6	41,47,44,37	13,39,17,20	146	39
511	33,42,29,21	19,16,6,9	26,28,18,9	15,11,7,15	137	39
512	104,55,69,55	2,0,0,0	73,65,27,63	1,0,0,0	74	39
513	86,36,71,44	2,0,0,0	62,80,31,63	1,0,0,0	77	39
514	27,12,33,20	45,31,31,31	10,33,20,23	21,18,16,23	42	39
519	18,11,19,0	0,0,0,0	11,50,25,29	5,1,2,0	42	39
521	0,0,0,0	3,9,11,7	1,0,0,0	4,5,7,7	88	39
522	0,0,0,3	6,0,0,0	0,0,1,0	1,0,2,2	42	39
531	93,37,62,43	0,4,3,0	32,52,38,22	2,0,0,4	54	39
533	6,8,3,7	8,12,10,0	12,1,1,15	1,0,5,2	42	39
