ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
3753	206,137,183,76	3,0,2,0	101,127,105,89	0,0,0,0	78	39
3755	24,27,42,5	3,0,0,3	47,41,14,35	0,0,0,0	78	39
3756	73,54,79,41	3,0,0,3	72,114,45,68	0,0,0,0	78	39
3761	0,2,7,6	0,0,6,0	0,0,0,3	0,5,0,0	78	39
3762	0,0,0,0	10,17,19,7	1,0,0,0	13,5,11,27	78	39
3763	0,0,0,0	2,0,0,0	1,0,0,0	0,0,0,0	78	39
3765	5,1,6,19	0,0,2,0	8,8,13,7	0,0,0,0	78	39
3766	11,5,17,9	0,0,3,0	6,10,10,10	0,0,0,0	78	39
3767	0,0,1,0	4,0,0,0	0,0,1,0	0,0,0,8	78	39
3772	21,8,18,0	83,57,91,25	13,9,10,11	45,49,39,60	78	39
3773	3,1,0,0	83,57,91,25	6,0,0,7	45,49,39,60	78	39
3774	263,219,191,91	0,0,0,0	155,159,132,200	0,5,0,0	78	39
3775	79,64,70,51	11,3,17,5	50,98,44,59	8,16,12,6	47	39
3776	4,3,3,0	5,0,0,0	2,3,2,7	0,0,0,0	78	39
3777	2,3,0,0	5,0,0,0	0,3,1,3	0,0,0,0	78	39
3779	11,6,12,8	0,0,0,0	7,5,3,4	0,0,0,3	78	39
3783	6,20,17,16	2,0,0,0	8,8,9,5	0,0,0,0	78	39
3784	0,0,0,0	3,0,0,0	1,0,2,0	0,0,0,0	78	39
3786	339,227,316,253	9,0,6,0	249,216,219,261	0,0,0,0	78	39
3788	0,0,0,0	68,69,85,48	2,2,0,4	38,45,42,34	78	39
3790	8,4,1,0	5,0,2,0	11,15,2,0	0,4,0,3	78	39
3791	13,1,13,4	6,0,2,0	18,24,7,3	2,2,0,0	78	39
3792	2,0,0,1	4,6,11,5	0,0,0,0	6,0,6,4	78	39
3793	13,7,18,7	0,0,0,0	11,5,14,8	0,1,0,0	78	39
3794	38,17,43,29	0,0,0,0	27,24,24,34	0,1,0,0	78	39
3795	2,0,4,3	10,3,3,3	1,0,0,4	1,2,0,0	78	39
3800	219,131,205,129	0,0,7,0	66,120,59,124	0,0,0,0	78	39
3801	169,122,120,65	0,0,4,0	49,102,61,112	0,0,0,0	78	39
3802	38,39,97,35	30,7,6,0	58,54,19,28	5,2,9,0	78	39
3803	65,57,120,58	30,7,6,0	90,65,33,44	5,2,9,0	78	39
3804	7,6,16,11	3,0,0,0	13,2,8,5	2,0,0,0	78	39
3805	18,3,15,7	0,0,0,0	17,7,2,7	0,1,0,0	78	39
3806	5,17,4,0	0,1,0,0	4,4,4,6	0,0,0,0	78	39
3807	301,210,278,139	0,3,0,0	220,241,200,216	0,0,0,0	78	39
3809	0,2,0,1	0,0,0,0	3,5,9,7	0,2,0,0	78	39
3810	5,2,0,2	0,0,0,0	7,10,13,6	2,0,0,0	78	39
3811	35,12,30,17	2,0,0,0	3,7,7,8	0,0,0,0	78	39
3812	0,0,0,2	7,1,5,3	3,1,0,0	2,0,0,1	78	39
3814	70,36,40,34	0,0,0,6	15,35,37,41	0,0,0,0	78	39
3817	26,1,10,0	0,0,0,1	3,6,0,0	0,0,0,0	78	39
3818	12,0,1,0	0,0,0,0	7,6,6,7	0,0,3,0	78	39
3819	15,0,1,0	3,0,0,0	2,12,7,2	0,0,0,0	78	39
3827	42,19,55,21	3,14,6,1	45,40,30,30	1,0,5,6	78	39
3828	36,8,18,30	7,0,1,0	17,19,11,31	4,9,2,6	78	39
3831	20,15,22,14	1,0,0,0	12,20,8,26	0,0,0,0	78	39
3833	45,36,31,24	0,0,0,5	9,10,19,24	0,0,0,0	78	39
3834	28,15,13,23	15,0,0,0	2,4,16,10	4,0,0,0	78	39
3835	23,9,10,14	0,0,0,0	2,4,12,9	0,1,0,0	78	39
3836	23,15,14,17	15,0,0,0	3,7,12,9	4,0,0,0	78	39
3837	0,0,0,0	15,0,0,0	0,7,0,0	4,0,0,0	78	39
3838	0,1,0,0	0,7,4,3	0,6,0,0	1,3,0,0	78	39
3839	0,0,0,0	2,3,2,2	0,6,0,0	0,6,1,7	65	39
3840	13,3,6,4	0,0,0,0	2,12,1,16	4,0,0,0	78	39
3841	1,0,0,0	280,182,157,143	4,0,0,0	146,180,114,144	78	39
3842	1,0,0,0	3,8,0,2	0,0,0,0	3,0,0,0	78	39
3843	31,5,5,4	2,0,0,0	20,11,10,3	0,0,0,0	78	39
3845	74,55,100,28	0,1,10,12	86,61,61,73	0,0,0,8	78	39
3846	45,34,48,20	0,1,10,12	71,35,29,50	0,0,0,8	78	39
3854	0,0,4,3	78,81,73,70	6,1,1,2	50,93,63,86	78	39
3855	45,29,22,40	0,0,0,0	35,24,41,49	0,0,1,0	78	39
3856	0,0,2,7	7,5,11,0	3,0,0,3	8,3,3,10	53	39
3857	22,7,20,5	12,9,5,11	21,11,11,17	16,2,9,5	78	39
3858	18,19,49,7	0,0,0,0	44,8,11,18	0,6,0,0	78	39
3859	21,12,25,7	6,10,32,1	14,5,7,9	24,0,2,10	78	39
3860	24,29,40,10	0,5,0,0	41,16,9,16	1,0,4,0	78	39
3861	0,0,0,0	5,0,9,3	2,0,1,0	0,0,0,1	78	39
